# IODP371 site U1509 seismic and synthetic trace data
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
4615.0000	0.6252	-1.8840
4616.0000	0.5859	-1.8392
4617.0000	0.4610	-1.7173
4618.0000	0.2818	-1.4882
4619.0000	0.0944	-1.1449
4620.0000	-0.0482	-0.6934
4621.0000	-0.0990	-0.2185
4622.0000	-0.0294	0.2269
4623.0000	0.1606	0.6246
4624.0000	0.4397	0.9884
4625.0000	0.7499	1.3393
4626.0000	1.0170	1.6783
4627.0000	1.1689	1.9746
4628.0000	1.1520	2.1755
4629.0000	0.9428	2.2368
4630.0000	0.5549	2.1071
4631.0000	0.0388	1.7946
4632.0000	-0.5261	1.3256
4633.0000	-1.0454	0.7530
4634.0000	-1.4301	0.1472
4635.0000	-1.6205	-0.4200
4636.0000	-1.5989	-0.8936
4637.0000	-1.3795	-1.2456
4638.0000	-1.0082	-1.4671
4639.0000	-0.5538	-1.5586
4640.0000	-0.0947	-1.4823
4641.0000	0.2960	-1.2323
4642.0000	0.5648	-0.8225
4643.0000	0.6877	-0.3225
4644.0000	0.6744	0.1485
4645.0000	0.5536	0.4649
4646.0000	0.3642	0.5502
4647.0000	0.1476	0.4093
4648.0000	-0.0595	0.1183
4649.0000	-0.2300	-0.2206
4650.0000	-0.3477	-0.5224
4651.0000	-0.4068	-0.7379
4652.0000	-0.4086	-0.8515
4653.0000	-0.3583	-0.8600
4654.0000	-0.2628	-0.7589
4655.0000	-0.1315	-0.5396
4656.0000	0.0221	-0.2015
4657.0000	0.1813	0.2315
4658.0000	0.3258	0.6968
4659.0000	0.4338	1.1075
4660.0000	0.4871	1.3374
4661.0000	0.4759	1.3410
4662.0000	0.4011	1.1431
4663.0000	0.2760	0.8357
4664.0000	0.1247	0.5237
4665.0000	-0.0232	0.2587
4666.0000	-0.1390	0.0159
4667.0000	-0.2027	-0.2650
4668.0000	-0.2089	-0.6031
4669.0000	-0.1673	-0.9349
4670.0000	-0.1002	-1.1180
4671.0000	-0.0370	-1.0523
4672.0000	-0.0051	-0.7347
4673.0000	-0.0222	-0.2756
4674.0000	-0.0898	0.1619
4675.0000	-0.1924	0.4495
4676.0000	-0.3004	0.5478
4677.0000	-0.3775	0.5020
4678.0000	-0.3899	0.3952
4679.0000	-0.3163	0.2935
4680.0000	-0.1549	0.2498
4681.0000	0.0741	0.2569
4682.0000	0.3319	0.2963
4683.0000	0.5693	0.3467
4684.0000	0.7360	0.3835
4685.0000	0.7922	0.3736
4686.0000	0.7181	0.2737
4687.0000	0.5192	0.0456
4688.0000	0.2268	-0.3152
4689.0000	-0.1079	-0.7583
4690.0000	-0.4233	-1.1805
4691.0000	-0.6594	-1.4542
4692.0000	-0.7689	-1.4987
4693.0000	-0.7275	-1.3089
4694.0000	-0.5391	-0.9418
4695.0000	-0.2362	-0.4727
4696.0000	0.1244	0.0435
4697.0000	0.4730	0.5729
4698.0000	0.7407	1.0750
4699.0000	0.8741	1.4911
4700.0000	0.8446	1.7102



