# IODP371 site U1510 synthetic model data constructed using ROP data
#Synthetic model				
depth_m_bsf	velocity_m/s	density_Mg/m3	two-way-travel-time_(ms)	impedance
238.8410	1865.2807	1.9231	0.2690	3.5872
238.8910	1867.6971	1.9231	0.2690	3.5919
238.9410	1867.7238	1.9232	0.2691	3.5920
238.9910	1867.7426	1.9232	0.2691	3.5920
239.0410	1867.5251	1.9232	0.2692	3.5917
239.0910	1862.2366	1.9232	0.2692	3.5815
239.1410	1855.2549	1.9233	0.2693	3.5682
239.1910	1850.1040	1.9233	0.2694	3.5583
239.2410	1849.8153	1.9233	0.2694	3.5578
239.2910	1846.4959	1.9233	0.2695	3.5514
239.3410	1845.2305	1.9234	0.2695	3.5491
239.3910	1844.8299	1.9234	0.2696	3.5483
239.4410	1844.8438	1.9234	0.2696	3.5484
239.4910	1844.8577	1.9234	0.2697	3.5485
239.5410	1844.8715	1.9235	0.2697	3.5485
239.5910	1844.9502	1.9235	0.2698	3.5487
239.6410	1844.9861	1.9235	0.2698	3.5488
239.6910	1845.0000	1.9235	0.2699	3.5489
239.7410	1845.0138	1.9236	0.2699	3.5490
239.7910	1838.2164	1.9236	0.2700	3.5360
239.8410	1822.8322	1.9236	0.2701	3.5064
239.8910	1822.8413	1.9236	0.2701	3.5065
239.9410	1822.8505	1.9236	0.2702	3.5065
239.9910	1820.4288	1.9237	0.2702	3.5019
240.0410	1814.3833	1.9237	0.2703	3.4903
240.0910	1813.2477	1.9237	0.2703	3.4882
240.1410	1812.1042	1.9237	0.2704	3.4860
240.1910	1804.8912	1.9238	0.2704	3.4722
240.2410	1804.6520	1.9238	0.2705	3.4718
240.2910	1804.5011	1.9238	0.2706	3.4715
240.3410	1798.4486	1.9238	0.2706	3.4599
240.3910	1783.0443	1.9239	0.2707	3.4303
240.4410	1780.9796	1.9239	0.2707	3.4264
240.4910	1778.9135	1.9239	0.2708	3.4224
240.5410	1776.0079	1.9239	0.2708	3.4169
240.5910	1774.9862	1.9239	0.2709	3.4150
240.6410	1774.9852	1.9240	0.2709	3.4150
240.6910	1774.9841	1.9240	0.2710	3.4150
240.7410	1774.9830	1.9240	0.2711	3.4151
240.7910	1774.6950	1.9240	0.2711	3.4146
240.8410	1775.0660	1.9240	0.2712	3.4153
240.8910	1775.3013	1.9241	0.2712	3.4158
240.9410	1775.5080	1.9241	0.2713	3.4162
240.9910	1775.5071	1.9241	0.2713	3.4163
241.0410	1775.5061	1.9241	0.2714	3.4163
241.0910	1772.9309	1.9242	0.2715	3.4114
241.1410	1769.8251	1.9242	0.2715	3.4054
241.1910	1767.8237	1.9242	0.2716	3.4016
241.2410	1762.0724	1.9242	0.2716	3.3906
241.2910	1776.7815	1.9242	0.2717	3.4189
241.3410	1776.7808	1.9243	0.2717	3.4190
241.3910	1776.7802	1.9243	0.2718	3.4190
241.4410	1780.7147	1.9243	0.2718	3.4266
241.4910	1788.0385	1.9243	0.2719	3.4407
241.5410	1789.3664	1.9243	0.2720	3.4433
241.5910	1790.6849	1.9244	0.2720	3.4459
241.6410	1788.8054	1.9244	0.2721	3.4423
241.6910	1787.9542	1.9244	0.2721	3.4407
241.7410	1788.5585	1.9244	0.2722	3.4419
241.7910	1788.3735	1.9244	0.2722	3.4416
241.8410	1788.1884	1.9245	0.2723	3.4413
241.8910	1788.0481	1.9245	0.2724	3.4410
241.9410	1785.3390	1.9245	0.2724	3.4359
241.9910	1784.5205	1.9245	0.2725	3.4343
242.0410	1785.3624	1.9245	0.2725	3.4360
242.0910	1786.2933	1.9245	0.2726	3.4378
242.1410	1795.8334	1.9246	0.2726	3.4562
242.1910	1796.0245	1.9246	0.2727	3.4566
242.2410	1796.0278	1.9246	0.2727	3.4566
242.2910	1792.4663	1.9246	0.2728	3.4498
242.3410	1792.4689	1.9246	0.2729	3.4499
242.3910	1775.7752	1.9247	0.2729	3.4178
242.4410	1773.9995	1.9247	0.2730	3.4144
242.4910	1773.2619	1.9247	0.2730	3.4130
242.5410	1772.3467	1.9247	0.2731	3.4113
242.5910	1770.5998	1.9247	0.2731	3.4079
242.6410	1771.6573	1.9247	0.2732	3.4100
242.6910	1771.6556	1.9248	0.2732	3.4100
242.7410	1771.0985	1.9248	0.2733	3.4090
242.7910	1771.8849	1.9248	0.2734	3.4105
242.8410	1771.8832	1.9248	0.2734	3.4106
242.8910	1771.8815	1.9248	0.2735	3.4106
242.9410	1772.7539	1.9249	0.2735	3.4123
242.9910	1774.8812	1.9249	0.2736	3.4164
243.0410	1777.4674	1.9249	0.2736	3.4214
243.0910	1785.2030	1.9249	0.2737	3.4363
243.1410	1789.5170	1.9249	0.2738	3.4447
243.1910	1792.0457	1.9249	0.2738	3.4496
243.2410	1794.3279	1.9250	0.2739	3.4540
243.2910	1794.5445	1.9250	0.2739	3.4544
243.3410	1796.5055	1.9250	0.2740	3.4583
243.3910	1803.3600	1.9250	0.2740	3.4715
243.4410	1805.7451	1.9250	0.2741	3.4761
243.4910	1805.8100	1.9250	0.2741	3.4762
243.5410	1810.4864	1.9251	0.2742	3.4853
243.5910	1810.7417	1.9251	0.2743	3.4858
243.6410	1810.7481	1.9251	0.2743	3.4858
243.6910	1810.7546	1.9251	0.2744	3.4859
243.7410	1810.9085	1.9251	0.2744	3.4862
243.7910	1810.5357	1.9251	0.2745	3.4855
243.8410	1808.3779	1.9251	0.2745	3.4814
243.8910	1805.8802	1.9252	0.2746	3.4766
243.9410	1804.9488	1.9252	0.2746	3.4748
243.9910	1803.9184	1.9252	0.2747	3.4729
244.0410	1802.8689	1.9252	0.2748	3.4709
244.0910	1802.6656	1.9252	0.2748	3.4705
244.1410	1802.8957	1.9252	0.2749	3.4710
244.1910	1800.6730	1.9253	0.2749	3.4668
244.2410	1800.7459	1.9253	0.2750	3.4669
244.2910	1799.8508	1.9253	0.2750	3.4652
244.3410	1796.3581	1.9253	0.2751	3.4585
244.3910	1795.9546	1.9253	0.2751	3.4578
244.4410	1795.9579	1.9253	0.2752	3.4578
244.4910	1788.2143	1.9253	0.2753	3.4429
244.5410	1783.8552	1.9254	0.2753	3.4346
244.5910	1783.8959	1.9254	0.2754	3.4347
244.6410	1784.4349	1.9254	0.2754	3.4357
244.6910	1801.5125	1.9254	0.2755	3.4686
244.7410	1804.6578	1.9254	0.2755	3.4747
244.7910	1825.5638	1.9254	0.2756	3.5150
244.8410	1831.3652	1.9254	0.2756	3.5262
244.8910	1836.1584	1.9255	0.2757	3.5354
244.9410	1838.1001	1.9255	0.2758	3.5392
244.9910	1839.4251	1.9255	0.2758	3.5418
245.0410	1842.2777	1.9255	0.2759	3.5473
245.0910	1844.4029	1.9255	0.2759	3.5514
245.1410	1845.3857	1.9255	0.2760	3.5533
245.1910	1844.4298	1.9255	0.2760	3.5515
245.2410	1844.0578	1.9255	0.2761	3.5508
245.2910	1842.1199	1.9256	0.2761	3.5471
245.3410	1831.3723	1.9256	0.2762	3.5264
245.3910	1830.6380	1.9256	0.2762	3.5250
245.4410	1818.3746	1.9256	0.2763	3.5014
245.4910	1817.3523	1.9256	0.2764	3.4995
245.5410	1818.4113	1.9256	0.2764	3.5016
245.5910	1817.0118	1.9256	0.2765	3.4989
245.6410	1815.0729	1.9256	0.2765	3.4952
245.6910	1815.7734	1.9257	0.2766	3.4965
245.7410	1818.5528	1.9257	0.2766	3.5019
245.7910	1818.5608	1.9257	0.2767	3.5020
245.8410	1818.5841	1.9257	0.2767	3.5020
245.8910	1817.1641	1.9257	0.2768	3.4993
245.9410	1817.1719	1.9257	0.2768	3.4993
245.9910	1821.9351	1.9257	0.2769	3.5085
246.0410	1821.9438	1.9257	0.2770	3.5086
246.0910	1822.0864	1.9257	0.2770	3.5089
246.1410	1822.0119	1.9258	0.2771	3.5088
246.1910	1822.0207	1.9258	0.2771	3.5088
246.2410	1821.8150	1.9258	0.2772	3.5084
246.2910	1821.8237	1.9258	0.2772	3.5084
246.3410	1821.5405	1.9258	0.2773	3.5079
246.3910	1821.0358	1.9258	0.2773	3.5070
246.4410	1821.4592	1.9258	0.2774	3.5078
246.4910	1821.4851	1.9258	0.2775	3.5079
246.5410	1820.2523	1.9258	0.2775	3.5055
246.5910	1820.2410	1.9259	0.2776	3.5055
246.6410	1819.8078	1.9259	0.2776	3.5047
246.6910	1818.0927	1.9259	0.2777	3.5014
246.7410	1818.4736	1.9259	0.2777	3.5022
246.7910	1817.6826	1.9259	0.2778	3.5007
246.8410	1817.3451	1.9259	0.2778	3.5000
246.8910	1815.8028	1.9259	0.2779	3.4971
246.9410	1815.4445	1.9259	0.2779	3.4964
246.9910	1815.0392	1.9259	0.2780	3.4956
247.0410	1814.4477	1.9259	0.2781	3.4945
247.0910	1814.4548	1.9259	0.2781	3.4945
247.1410	1787.0555	1.9260	0.2782	3.4418
247.1910	1785.9399	1.9260	0.2782	3.4397
247.2410	1785.1594	1.9260	0.2783	3.4382
247.2910	1781.4428	1.9260	0.2783	3.4310
247.3410	1785.9075	1.9260	0.2784	3.4396
247.3910	1787.3379	1.9260	0.2784	3.4424
247.4410	1788.7785	1.9260	0.2785	3.4452
247.4910	1794.3241	1.9260	0.2786	3.4559
247.5410	1797.7803	1.9260	0.2786	3.4626
247.5910	1806.0197	1.9260	0.2787	3.4785
247.6410	1806.9965	1.9260	0.2787	3.4804
247.6910	1809.6537	1.9261	0.2788	3.4855
247.7410	1812.3620	1.9261	0.2788	3.4907
247.7910	1812.6465	1.9261	0.2789	3.4913
247.8410	1814.7548	1.9261	0.2789	3.4954
247.8910	1814.4906	1.9261	0.2790	3.4949
247.9410	1812.2981	1.9261	0.2791	3.4907
247.9910	1810.0482	1.9261	0.2791	3.4863
248.0410	1810.0544	1.9261	0.2792	3.4864
248.0910	1810.0606	1.9261	0.2792	3.4864
248.1410	1810.0668	1.9261	0.2793	3.4864
248.1910	1810.0730	1.9261	0.2793	3.4864
248.2410	1810.0792	1.9261	0.2794	3.4865
248.2910	1810.0854	1.9261	0.2794	3.4865
248.3410	1810.0916	1.9262	0.2795	3.4865
248.3910	1804.8860	1.9262	0.2796	3.4765
248.4410	1803.5997	1.9262	0.2796	3.4740
248.4910	1802.7789	1.9262	0.2797	3.4725
248.5410	1802.7396	1.9262	0.2797	3.4724
248.5910	1803.8705	1.9262	0.2798	3.4746
248.6410	1808.6357	1.9262	0.2798	3.4838
248.6910	1808.6830	1.9262	0.2799	3.4839
248.7410	1809.6466	1.9262	0.2799	3.4857
248.7910	1810.8548	1.9262	0.2800	3.4881
248.8410	1812.4610	1.9262	0.2801	3.4912
248.8910	1812.6542	1.9262	0.2801	3.4916
248.9410	1818.3903	1.9262	0.2802	3.5026
248.9910	1824.1288	1.9262	0.2802	3.5137
249.0410	1825.8492	1.9262	0.2803	3.5170
249.0910	1827.1954	1.9262	0.2803	3.5196
249.1410	1827.4992	1.9262	0.2804	3.5202
249.1910	1828.4898	1.9263	0.2804	3.5221
249.2410	1845.5303	1.9263	0.2805	3.5550
249.2910	1853.9639	1.9263	0.2805	3.5712
249.3410	1853.9790	1.9263	0.2806	3.5713
249.3910	1854.4211	1.9263	0.2807	3.5721
249.4410	1866.9484	1.9263	0.2807	3.5963
249.4910	1869.7039	1.9263	0.2808	3.6016
249.5410	1869.4932	1.9263	0.2808	3.6012
249.5910	1869.5116	1.9263	0.2809	3.6012
249.6410	1869.5299	1.9263	0.2809	3.6013
249.6910	1866.7887	1.9263	0.2810	3.5960
249.7410	1879.4869	1.9263	0.2810	3.6205
249.7910	1879.5346	1.9263	0.2811	3.6206
249.8410	1879.0861	1.9263	0.2811	3.6197
249.8910	1878.7881	1.9263	0.2812	3.6191
249.9410	1878.7800	1.9263	0.2812	3.6191
249.9910	1876.7334	1.9263	0.2813	3.6152
250.0410	1873.9203	1.9263	0.2813	3.6098
250.0910	1871.8963	1.9263	0.2814	3.6059
250.1410	1871.7777	1.9263	0.2815	3.6057
250.1910	1868.8225	1.9263	0.2815	3.6000
250.2410	1868.5767	1.9263	0.2816	3.5995
250.2910	1868.5948	1.9263	0.2816	3.5996
250.3410	1868.5308	1.9263	0.2817	3.5994
250.3910	1867.5794	1.9264	0.2817	3.5976
250.4410	1868.3687	1.9264	0.2818	3.5991
250.4910	1868.5365	1.9264	0.2818	3.5995
250.5410	1868.6458	1.9264	0.2819	3.5997
250.5910	1868.8194	1.9264	0.2819	3.6000
250.6410	1869.1282	1.9264	0.2820	3.6006
250.6910	1869.1404	1.9264	0.2820	3.6007
250.7410	1869.1586	1.9264	0.2821	3.6007
250.7910	1869.7805	1.9264	0.2821	3.6019
250.8410	1869.7988	1.9264	0.2822	3.6019
250.8910	1869.8171	1.9264	0.2823	3.6020
250.9410	1869.2313	1.9264	0.2823	3.6008
250.9910	1867.8850	1.9264	0.2824	3.5983
251.0410	1867.2694	1.9264	0.2824	3.5971
251.0910	1866.9108	1.9264	0.2825	3.5964
251.1410	1866.9788	1.9264	0.2825	3.5965
251.1910	1866.9965	1.9264	0.2826	3.5966
251.2410	1867.0142	1.9264	0.2826	3.5966
251.2910	1873.8003	1.9264	0.2827	3.6097
251.3410	1873.8454	1.9264	0.2827	3.6098
251.3910	1874.6562	1.9264	0.2828	3.6113
251.4410	1877.0862	1.9264	0.2828	3.6160
251.4910	1878.0384	1.9264	0.2829	3.6178
251.5410	1865.8182	1.9264	0.2829	3.5943
251.5910	1862.5071	1.9264	0.2830	3.5879
251.6410	1862.4250	1.9264	0.2831	3.5878
251.6910	1862.4418	1.9264	0.2831	3.5878
251.7410	1863.6131	1.9264	0.2832	3.5901
251.7910	1864.0827	1.9264	0.2832	3.5910
251.8410	1865.2696	1.9264	0.2833	3.5933
251.8910	1867.4650	1.9264	0.2833	3.5975
251.9410	1870.0649	1.9264	0.2834	3.6025
251.9910	1870.0831	1.9264	0.2834	3.6025
252.0410	1870.1014	1.9264	0.2835	3.6026
252.0910	1869.6334	1.9264	0.2835	3.6017
252.1410	1865.9637	1.9264	0.2836	3.5946
252.1910	1863.6453	1.9264	0.2836	3.5901
252.2410	1863.6597	1.9264	0.2837	3.5902
252.2910	1862.1756	1.9264	0.2838	3.5873
252.3410	1852.6576	1.9264	0.2838	3.5690
252.3910	1850.3395	1.9264	0.2839	3.5645
252.4410	1846.2889	1.9264	0.2839	3.5567
252.4910	1846.6656	1.9264	0.2840	3.5574
252.5410	1848.9265	1.9264	0.2840	3.5618
252.5910	1848.9405	1.9264	0.2841	3.5618
252.6410	1845.9927	1.9264	0.2841	3.5561
252.6910	1845.7711	1.9264	0.2842	3.5557
252.7410	1845.0552	1.9264	0.2842	3.5543
252.7910	1845.0684	1.9264	0.2843	3.5543
252.8410	1843.7774	1.9264	0.2843	3.5518
252.8910	1843.5726	1.9264	0.2844	3.5514
252.9410	1842.7503	1.9264	0.2845	3.5498
252.9910	1842.5622	1.9264	0.2845	3.5495
253.0410	1842.8649	1.9264	0.2846	3.5501
253.0910	1844.3111	1.9264	0.2846	3.5528
253.1410	1843.9278	1.9264	0.2847	3.5521
253.1910	1843.2242	1.9264	0.2847	3.5507
253.2410	1843.2369	1.9264	0.2848	3.5508
253.2910	1843.2497	1.9264	0.2848	3.5508
253.3410	1847.3907	1.9264	0.2849	3.5587
253.3910	1847.7390	1.9264	0.2849	3.5594
253.4410	1848.0849	1.9264	0.2850	3.5601
253.4910	1850.2999	1.9264	0.2851	3.5643
253.5410	1850.3140	1.9264	0.2851	3.5644
253.5910	1850.3282	1.9264	0.2852	3.5644
253.6410	1848.8323	1.9263	0.2852	3.5615
253.6910	1846.4117	1.9263	0.2853	3.5568
253.7410	1846.4251	1.9263	0.2853	3.5568
253.7910	1846.4385	1.9263	0.2854	3.5569
253.8410	1851.9721	1.9263	0.2854	3.5675
253.8910	1851.9866	1.9263	0.2855	3.5675
253.9410	1854.0657	1.9263	0.2855	3.5715
253.9910	1854.2546	1.9263	0.2856	3.5719
254.0410	1847.7579	1.9263	0.2856	3.5594
254.0910	1847.3818	1.9263	0.2857	3.5586
254.1410	1844.9391	1.9263	0.2858	3.5539
254.1910	1844.5896	1.9263	0.2858	3.5532
254.2410	1844.4186	1.9263	0.2859	3.5529
254.2910	1844.4316	1.9263	0.2859	3.5529
254.3410	1844.5082	1.9263	0.2860	3.5531
254.3910	1844.5971	1.9263	0.2860	3.5532
254.4410	1846.2119	1.9263	0.2861	3.5563
254.4910	1849.5794	1.9263	0.2861	3.5628
254.5410	1851.7100	1.9263	0.2862	3.5669
254.5910	1851.7244	1.9263	0.2862	3.5669
254.6410	1852.1664	1.9263	0.2863	3.5678
254.6910	1852.1809	1.9263	0.2864	3.5678
254.7410	1852.1954	1.9263	0.2864	3.5678
254.7910	1851.0697	1.9263	0.2865	3.5656
254.8410	1848.9201	1.9262	0.2865	3.5615
254.8910	1848.8434	1.9262	0.2866	3.5613
254.9410	1848.8572	1.9262	0.2866	3.5613
254.9910	1847.9062	1.9262	0.2867	3.5595
255.0410	1854.6233	1.9262	0.2867	3.5724
255.0910	1854.2453	1.9262	0.2868	3.5717
255.1410	1853.8085	1.9262	0.2868	3.5708
255.1910	1853.6866	1.9262	0.2869	3.5706
255.2410	1853.7013	1.9262	0.2869	3.5706
255.2910	1851.9951	1.9262	0.2870	3.5673
255.3410	1848.5855	1.9262	0.2871	3.5607
255.3910	1848.7423	1.9262	0.2871	3.5610
255.4410	1848.2608	1.9262	0.2872	3.5601
255.4910	1848.1770	1.9262	0.2872	3.5599
255.5410	1846.3203	1.9262	0.2873	3.5563
255.5910	1843.4827	1.9262	0.2873	3.5508
255.6410	1843.2515	1.9261	0.2874	3.5504
255.6910	1842.6701	1.9261	0.2874	3.5492
255.7410	1841.9734	1.9261	0.2875	3.5479
255.7910	1841.9858	1.9261	0.2875	3.5479
255.8410	1841.9981	1.9261	0.2876	3.5479
255.8910	1848.0580	1.9261	0.2877	3.5596
255.9410	1848.8251	1.9261	0.2877	3.5610
255.9910	1852.0708	1.9261	0.2878	3.5673
256.0410	1858.4076	1.9261	0.2878	3.5795
256.0910	1858.4264	1.9261	0.2879	3.5795
256.1410	1858.6635	1.9261	0.2879	3.5799
256.1910	1859.1683	1.9261	0.2880	3.5809
256.2410	1854.9279	1.9261	0.2880	3.5727
256.2910	1855.1709	1.9261	0.2881	3.5732
256.3410	1855.9660	1.9260	0.2881	3.5747
256.3910	1854.8569	1.9260	0.2882	3.5725
256.4410	1854.8718	1.9260	0.2882	3.5725
256.4910	1854.8867	1.9260	0.2883	3.5725
256.5410	1855.5555	1.9260	0.2884	3.5738
256.5910	1854.1767	1.9260	0.2884	3.5711
256.6410	1852.2573	1.9260	0.2885	3.5674
256.6910	1841.4627	1.9260	0.2885	3.5466
256.7410	1839.5939	1.9260	0.2886	3.5430
256.7910	1835.3831	1.9260	0.2886	3.5349
256.8410	1835.2956	1.9260	0.2887	3.5347
256.8910	1825.1918	1.9260	0.2887	3.5152
256.9410	1825.1089	1.9259	0.2888	3.5151
256.9910	1824.2331	1.9259	0.2888	3.5133
257.0410	1824.2419	1.9259	0.2889	3.5133
257.0910	1830.3559	1.9259	0.2890	3.5251
257.1410	1832.8163	1.9259	0.2890	3.5298
257.1910	1838.0368	1.9259	0.2891	3.5399
257.2410	1844.7321	1.9259	0.2891	3.5527
257.2910	1844.7895	1.9259	0.2892	3.5528
257.3410	1845.6349	1.9259	0.2892	3.5544
257.3910	1845.9521	1.9259	0.2893	3.5550
257.4410	1848.1277	1.9258	0.2893	3.5592
257.4910	1848.4013	1.9258	0.2894	3.5597
257.5410	1848.9638	1.9258	0.2894	3.5608
257.5910	1851.5483	1.9258	0.2895	3.5657
257.6410	1851.5966	1.9258	0.2895	3.5658
257.6910	1851.6448	1.9258	0.2896	3.5659
257.7410	1853.5113	1.9258	0.2897	3.5695
257.7910	1856.8986	1.9258	0.2897	3.5760
257.8410	1857.4472	1.9258	0.2898	3.5770
257.8910	1857.7112	1.9257	0.2898	3.5775
257.9410	1857.7298	1.9257	0.2899	3.5775
257.9910	1855.4993	1.9257	0.2899	3.5732
258.0410	1851.8001	1.9257	0.2900	3.5660
258.0910	1851.8143	1.9257	0.2900	3.5660
258.1410	1851.4851	1.9257	0.2901	3.5654
258.1910	1846.0163	1.9257	0.2901	3.5548
258.2410	1838.7171	1.9257	0.2902	3.5408
258.2910	1838.7287	1.9257	0.2902	3.5408
258.3410	1838.7404	1.9256	0.2903	3.5408
258.3910	1837.9615	1.9256	0.2904	3.5392
258.4410	1840.8416	1.9256	0.2904	3.5448
258.4910	1859.3731	1.9256	0.2905	3.5804
258.5410	1858.0065	1.9256	0.2905	3.5778
258.5910	1858.0219	1.9256	0.2906	3.5778
258.6410	1858.0374	1.9256	0.2906	3.5778
258.6910	1854.3708	1.9256	0.2907	3.5707
258.7410	1850.5673	1.9256	0.2907	3.5634
258.7910	1847.2826	1.9255	0.2908	3.5570
258.8410	1845.8665	1.9255	0.2908	3.5543
258.8910	1845.8795	1.9255	0.2909	3.5543
258.9410	1846.9746	1.9255	0.2910	3.5563
258.9910	1857.2464	1.9255	0.2910	3.5761
259.0410	1857.2616	1.9255	0.2911	3.5761
259.0910	1857.2769	1.9255	0.2911	3.5761
259.1410	1857.2921	1.9254	0.2912	3.5761
259.1910	1857.5335	1.9254	0.2912	3.5766
259.2410	1857.5932	1.9254	0.2913	3.5767
259.2910	1856.9456	1.9254	0.2913	3.5754
259.3410	1855.6921	1.9254	0.2914	3.5729
259.3910	1855.7070	1.9254	0.2914	3.5729
259.4410	1855.4350	1.9254	0.2915	3.5724
259.4910	1854.2474	1.9254	0.2915	3.5701
259.5410	1853.0133	1.9253	0.2916	3.5677
259.5910	1851.8007	1.9253	0.2917	3.5653
259.6410	1851.8149	1.9253	0.2917	3.5653
259.6910	1851.8290	1.9253	0.2918	3.5653
259.7410	1855.6507	1.9253	0.2918	3.5727
259.7910	1858.8926	1.9253	0.2919	3.5789
259.8410	1867.2372	1.9253	0.2919	3.5949
259.8910	1870.8879	1.9252	0.2920	3.6019
259.9410	1870.9057	1.9252	0.2920	3.6019
259.9910	1870.9236	1.9252	0.2921	3.6019
260.0410	1870.9415	1.9252	0.2921	3.6019
260.0910	1870.9854	1.9252	0.2922	3.6020
260.1410	1871.0032	1.9252	0.2922	3.6020
260.1910	1871.0211	1.9252	0.2923	3.6020
260.2410	1871.0390	1.9251	0.2923	3.6020
260.2910	1871.6449	1.9251	0.2924	3.6031
260.3410	1872.2375	1.9251	0.2925	3.6043
260.3910	1873.7039	1.9251	0.2925	3.6070
260.4410	1871.6814	1.9251	0.2926	3.6031
260.4910	1862.2092	1.9251	0.2926	3.5849
260.5410	1862.0907	1.9250	0.2927	3.5846
260.5910	1857.1098	1.9250	0.2927	3.5750
260.6410	1857.1249	1.9250	0.2928	3.5750
260.6910	1857.1400	1.9250	0.2928	3.5750
260.7410	1857.1551	1.9250	0.2929	3.5750
260.7910	1857.1702	1.9250	0.2929	3.5750
260.8410	1857.1854	1.9249	0.2930	3.5750
260.8910	1857.2005	1.9249	0.2930	3.5750
260.9410	1857.5009	1.9249	0.2931	3.5755
260.9910	1857.9244	1.9249	0.2932	3.5763
261.0410	1858.7036	1.9249	0.2932	3.5778
261.0910	1855.8311	1.9249	0.2933	3.5722
261.1410	1856.2722	1.9248	0.2933	3.5730
261.1910	1856.3399	1.9248	0.2934	3.5731
261.2410	1856.3394	1.9248	0.2934	3.5731
261.2910	1856.2735	1.9248	0.2935	3.5730
261.3410	1856.3263	1.9248	0.2935	3.5730
261.3910	1856.2137	1.9248	0.2936	3.5728
261.4410	1856.2286	1.9247	0.2936	3.5728
261.4910	1856.2435	1.9247	0.2937	3.5728
261.5410	1855.4581	1.9247	0.2937	3.5712
261.5910	1855.9266	1.9247	0.2938	3.5721
261.6410	1856.7241	1.9247	0.2939	3.5736
261.6910	1865.4311	1.9247	0.2939	3.5903
261.7410	1867.0625	1.9246	0.2940	3.5934
261.7910	1867.1641	1.9246	0.2940	3.5936
261.8410	1867.5363	1.9246	0.2941	3.5943
261.8910	1869.4487	1.9246	0.2941	3.5979
261.9410	1869.4662	1.9246	0.2942	3.5979
261.9910	1870.7238	1.9246	0.2942	3.6003
262.0410	1871.6633	1.9245	0.2943	3.6021
262.0910	1872.1528	1.9245	0.2943	3.6030
262.1410	1872.2961	1.9245	0.2944	3.6032
262.1910	1872.3141	1.9245	0.2944	3.6032
262.2410	1872.5741	1.9245	0.2945	3.6037
262.2910	1872.5339	1.9244	0.2946	3.6036
262.3410	1872.7736	1.9244	0.2946	3.6040
262.3910	1873.0653	1.9244	0.2947	3.6045
262.4410	1870.7495	1.9244	0.2947	3.6000
262.4910	1862.8554	1.9244	0.2948	3.5848
262.5410	1862.8716	1.9243	0.2948	3.5848
262.5910	1862.8877	1.9243	0.2949	3.5848
262.6410	1861.8185	1.9243	0.2949	3.5827
262.6910	1869.4568	1.9243	0.2950	3.5974
262.7410	1867.4619	1.9243	0.2950	3.5935
262.7910	1866.6789	1.9242	0.2951	3.5920
262.8410	1866.6958	1.9242	0.2951	3.5919
262.8910	1865.9316	1.9242	0.2952	3.5904
262.9410	1863.4906	1.9242	0.2952	3.5857
262.9910	1863.8219	1.9242	0.2953	3.5863
263.0410	1863.7916	1.9241	0.2954	3.5862
263.0910	1863.8079	1.9241	0.2954	3.5862
263.1410	1859.9222	1.9241	0.2955	3.5787
263.1910	1855.8905	1.9241	0.2955	3.5709
263.2410	1855.6538	1.9241	0.2956	3.5704
263.2910	1855.0086	1.9240	0.2956	3.5691
263.3410	1853.3650	1.9240	0.2957	3.5659
263.3910	1852.7658	1.9240	0.2957	3.5647
263.4410	1849.5052	1.9240	0.2958	3.5584
263.4910	1848.4487	1.9240	0.2958	3.5563
263.5410	1848.4619	1.9239	0.2959	3.5563
263.5910	1848.4752	1.9239	0.2959	3.5563
263.6410	1849.8412	1.9239	0.2960	3.5589
263.6910	1851.5802	1.9239	0.2961	3.5622
263.7410	1853.8717	1.9239	0.2961	3.5666
263.7910	1855.4524	1.9238	0.2962	3.5696
263.8410	1857.6396	1.9238	0.2962	3.5738
263.8910	1857.6956	1.9238	0.2963	3.5738
263.9410	1858.4781	1.9238	0.2963	3.5753
263.9910	1858.6951	1.9238	0.2964	3.5757
264.0410	1859.3171	1.9237	0.2964	3.5768
264.0910	1859.3325	1.9237	0.2965	3.5768
264.1410	1862.5489	1.9237	0.2965	3.5830
264.1910	1863.8638	1.9237	0.2966	3.5854
264.2410	1862.8966	1.9236	0.2966	3.5835
264.2910	1856.1923	1.9236	0.2967	3.5706
264.3410	1855.7330	1.9236	0.2968	3.5697
264.3910	1855.1563	1.9236	0.2968	3.5685
264.4410	1849.9115	1.9236	0.2969	3.5584
264.4910	1847.7319	1.9235	0.2969	3.5542
264.5410	1846.3519	1.9235	0.2970	3.5515
264.5910	1845.9575	1.9235	0.2970	3.5507
264.6410	1845.7431	1.9235	0.2971	3.5502
264.6910	1846.1643	1.9234	0.2971	3.5510
264.7410	1846.5276	1.9234	0.2972	3.5516
264.7910	1847.9557	1.9234	0.2972	3.5543
264.8410	1852.6997	1.9234	0.2973	3.5634
264.8910	1853.1541	1.9233	0.2973	3.5643
264.9410	1853.2940	1.9233	0.2974	3.5645
264.9910	1854.8104	1.9233	0.2975	3.5674
265.0410	1856.3549	1.9233	0.2975	3.5703
265.0910	1861.1553	1.9233	0.2976	3.5795
265.1410	1858.6050	1.9232	0.2976	3.5745
265.1910	1859.2008	1.9232	0.2977	3.5756
265.2410	1859.2161	1.9232	0.2977	3.5756
265.2910	1859.2313	1.9232	0.2978	3.5756
265.3410	1862.4823	1.9231	0.2978	3.5818
265.3910	1861.6689	1.9231	0.2979	3.5802
265.4410	1861.6768	1.9231	0.2979	3.5802
265.4910	1861.4587	1.9231	0.2980	3.5797
265.5410	1861.2491	1.9230	0.2980	3.5792
