# IODP371 site U1511 seismic and synthetic trace data
#Synthetic seismogram and seismic trace data.		
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
7024.0000	0.9650	0.1007
7025.0000	1.1100	-0.4536
7026.0000	0.9900	-0.8850
7027.0000	0.6400	-1.1229
7028.0000	0.1430	-1.1340
7029.0000	-0.3770	-0.9252
7030.0000	-0.8050	-0.5401
7031.0000	-1.0650	-0.0490
7032.0000	-1.0950	0.4634
7033.0000	-0.9000	0.9121
7034.0000	-0.5400	1.2258
7035.0000	-0.1135	1.3573
7036.0000	0.2825	1.2914
7037.0000	0.5650	1.0463
7038.0000	0.6850	0.6705
7039.0000	0.6250	0.2353
7040.0000	0.4375	-0.1770
7041.0000	0.1860	-0.4857
7042.0000	-0.0575	-0.6251
7043.0000	-0.2375	-0.5552
7044.0000	-0.3280	-0.2691
7045.0000	-0.3320	0.2037
7046.0000	-0.2670	0.8005
7047.0000	-0.1570	1.4322
7048.0000	-0.0275	1.9961
7049.0000	0.0965	2.3896
7050.0000	0.1900	2.5256
7051.0000	0.2370	2.3467
7052.0000	0.2405	1.8353
7053.0000	0.2140	1.0187
7054.0000	0.1815	-0.0311
7055.0000	0.1580	-1.2057
7056.0000	0.1435	-2.3723
7057.0000	0.1285	-3.3912
7058.0000	0.1000	-4.1346
7059.0000	0.0500	-4.5045
7060.0000	-0.0185	-4.4469
7061.0000	-0.0935	-3.9603
7062.0000	-0.1570	-3.0974
7063.0000	-0.1990	-1.9589
7064.0000	-0.2070	-0.6807
7065.0000	-0.1760	0.5844
7066.0000	-0.1100	1.6877
7067.0000	-0.0260	2.5055
7068.0000	0.0505	2.9556
7069.0000	0.0945	3.0085
7070.0000	0.0895	2.6915
7071.0000	0.0357	2.0835
7072.0000	-0.0510	1.3029
7073.0000	-0.1485	0.4899
7074.0000	-0.2365	-0.2154
7075.0000	-0.3050	-0.6933
7076.0000	-0.3480	-0.8627
7077.0000	-0.3535	-0.6931
7078.0000	-0.3055	-0.2097
7079.0000	-0.1900	0.5110
7080.0000	-0.0068	1.3517
7081.0000	0.2165	2.1717
7082.0000	0.4325	2.8275
7083.0000	0.5700	3.1932
7084.0000	0.5900	3.1792
7085.0000	0.4985	2.7453
7086.0000	0.3245	1.9073
7087.0000	0.1240	0.7355
7088.0000	-0.0481	-0.6535
7089.0000	-0.1560	-2.1110
7090.0000	-0.1875	-3.4752
7091.0000	-0.1550	-4.5902
7092.0000	-0.0840	-5.3257
7093.0000	-0.0168	-5.5919
7094.0000	0.0191	-5.3504
7095.0000	0.0110	-4.6176
7096.0000	-0.0322	-3.4629
7097.0000	-0.0860	-2.0003
7098.0000	-0.1230	-0.3751
7099.0000	-0.1285	1.2524
7100.0000	-0.1045	2.7246
7101.0000	-0.0685	3.9031
7102.0000	-0.0416	4.6837
7103.0000	-0.0366	5.0058
7104.0000	-0.0498	4.8585
7105.0000	-0.0680	4.2797
7106.0000	-0.0760	3.3512
7107.0000	-0.0650	2.1877
7108.0000	-0.0346	0.9236
7109.0000	0.0070	-0.3026
7110.0000	0.0499	-1.3644
7111.0000	0.0865	-2.1609
7112.0000	0.1130	-2.6275
7113.0000	0.1285	-2.7421
7114.0000	0.1295	-2.5258
7115.0000	0.1110	-2.0383
7116.0000	0.0685	-1.3687
7117.0000	0.0034	-0.6228
7118.0000	-0.0725	0.0918
7119.0000	-0.1395	0.6793
7120.0000	-0.1760	1.0686
7121.0000	-0.1695	1.2214
7122.0000	-0.1255	1.1358
7123.0000	-0.0580	0.8444
7124.0000	0.0053	0.4080
7125.0000	0.0500	-0.0950
7126.0000	0.0800	-0.5814
7127.0000	0.1085	-0.9752
7128.0000	0.1495	-1.2197
7129.0000	0.1995	-1.2842
7130.0000	0.2395	-1.1674
7131.0000	0.2445	-0.8963
7132.0000	0.2000	-0.5199
7133.0000	0.1050	-0.1001
7134.0000	-0.0104	0.2986
7135.0000	-0.1145	0.6196
7136.0000	-0.1855	0.8226
7137.0000	-0.2175	0.8893
7138.0000	-0.2170	0.8242
7139.0000	-0.1940	0.6525
7140.0000	-0.1585	0.4143
7141.0000	-0.1185	0.1565
7142.0000	-0.0785	-0.0754
7143.0000	-0.0471	-0.2448
7144.0000	-0.0260	-0.3298
7145.0000	-0.0132	-0.3254
7146.0000	-0.0023	-0.2429
7147.0000	0.0141	-0.1063
7148.0000	0.0400	0.0526
7149.0000	0.0735	0.2013
7150.0000	0.1075	0.3120
7151.0000	0.1330	0.3666
7152.0000	0.1430	0.3588
7153.0000	0.1335	0.2945
7154.0000	0.1095	0.1895
7155.0000	0.0790	0.0658
7156.0000	0.0493	-0.0533
7157.0000	0.0236	-0.1471
7158.0000	-0.0009	-0.2018
7159.0000	-0.0300	-0.2120
7160.0000	-0.0660	-0.1811
7161.0000	-0.1040	-0.1197
7162.0000	-0.1330	-0.0431
7163.0000	-0.1335	0.0321
7164.0000	-0.1035	0.0915
7165.0000	-0.0520	0.1250
7166.0000	0.0019	0.1287
7167.0000	0.0388	0.1048
7168.0000	0.0478	0.0606
7169.0000	0.0309	0.0066
7170.0000	0.0003	-0.0461
7171.0000	-0.0290	-0.0877
7172.0000	-0.0481	-0.1115
7173.0000	-0.0500	-0.1152
7174.0000	-0.0423	-0.1007
7175.0000	-0.0281	-0.0729
7176.0000	-0.0061	-0.0388
7177.0000	0.0276	-0.0056
7178.0000	0.0735	0.0205
7179.0000	0.1225	0.0357
7180.0000	0.1595	0.0389
7181.0000	0.1665	0.0317
7182.0000	0.1385	0.0176
7183.0000	0.0795	0.0008
7184.0000	0.0112	-0.0145
7185.0000	-0.0461	-0.0250
7186.0000	-0.0830	-0.0292
7187.0000	-0.1050	-0.0272
7188.0000	-0.1245	-0.0206
7189.0000	-0.1465	-0.0115
7190.0000	-0.1660	-0.0027
7191.0000	-0.1675	0.0039
7192.0000	-0.1365	0.0072
7193.0000	-0.0670	0.0070
7194.0000	0.0280	0.0042
7195.0000	0.1260	0.0005
7196.0000	0.2010	-0.0025
7197.0000	0.2305	-0.0037
7198.0000	0.2045	-0.0024
7199.0000	0.1315	0.0012
7200.0000	0.0373	0.0060



