# IODP371 site U1507 seismic and synthetic trace data
time_series_(ms)	synthetic_trace_data_(amplitude)	seismic_trace_data_(amplitude)
5515.0000	1.3662	-0.5202
5516.0000	3.0314	-0.5960
5517.0000	4.2904	-0.4804
5518.0000	4.8938	-0.1836
5519.0000	4.7190	0.2116
5520.0000	3.7972	0.5794
5521.0000	2.3075	0.8217
5522.0000	0.5381	0.9000
5523.0000	-1.1766	0.8303
5524.0000	-2.5273	0.6565
5525.0000	-3.2952	0.4269
5526.0000	-3.3947	0.1867
5527.0000	-2.8846	-0.0225
5528.0000	-1.9460	-0.1695
5529.0000	-0.8340	-0.2485
5530.0000	0.1867	-0.2728
5531.0000	0.9038	-0.2847
5532.0000	1.2039	-0.3071
5533.0000	1.0924	-0.3369
5534.0000	0.6834	-0.3581
5535.0000	0.1625	-0.3643
5536.0000	-0.2651	-0.3651
5537.0000	-0.4292	-0.3697
5538.0000	-0.2378	-0.3654
5539.0000	0.3013	-0.3185
5540.0000	1.0850	-0.1968
5541.0000	1.9421	-0.0113
5542.0000	2.6762	0.1838
5543.0000	3.1121	0.3198
5544.0000	3.1352	0.3590
5545.0000	2.7136	0.3199
5546.0000	1.9016	0.2615
5547.0000	0.8230	0.2407
5548.0000	-0.3586	0.2795
5549.0000	-1.4745	0.3594
5550.0000	-2.3829	0.4463
5551.0000	-2.9911	0.4950
5552.0000	-3.2643	0.4660
5553.0000	-3.2223	0.3282
5554.0000	-2.9265	0.0745
5555.0000	-2.4615	-0.2517
5556.0000	-1.9172	-0.5517
5557.0000	-1.3744	-0.7056
5558.0000	-0.8955	-0.6424
5559.0000	-0.5201	-0.3925
5560.0000	-0.2655	-0.0952
5561.0000	-0.1287	0.0951
5562.0000	-0.0900	0.0860
5563.0000	-0.1168	-0.0974
5564.0000	-0.1669	-0.3390
5565.0000	-0.1940	-0.5083
5566.0000	-0.1530	-0.5316
5567.0000	-0.0073	-0.4127
5568.0000	0.2644	-0.2032
5569.0000	0.6622	0.0393
5570.0000	1.1620	0.2629
5571.0000	1.7164	0.4289
5572.0000	2.2602	0.5041
5573.0000	2.7195	0.4831
5574.0000	3.0233	0.4079
5575.0000	3.1145	0.3561
5576.0000	2.9603	0.3875
5577.0000	2.5572	0.4901
5578.0000	1.9332	0.5762
5579.0000	1.1438	0.5452
5580.0000	0.2652	0.3441
5581.0000	-0.6159	0.0365
5582.0000	-1.4137	-0.2556
5583.0000	-2.0547	-0.4312
5584.0000	-2.4866	-0.4693
5585.0000	-2.6852	-0.4217
5586.0000	-2.6567	-0.3614
5587.0000	-2.4359	-0.3333
5588.0000	-2.0794	-0.3430
5589.0000	-1.6547	-0.3817
5590.0000	-1.2270	-0.4421
5591.0000	-0.8460	-0.5194
5592.0000	-0.5362	-0.5837
5593.0000	-0.2921	-0.5733
5594.0000	-0.0813	-0.4223
5595.0000	0.1449	-0.1086
5596.0000	0.4348	0.3121
5597.0000	0.8182	0.7130
5598.0000	1.2908	0.9502
5599.0000	1.8063	0.9475
5600.0000	2.2798	0.6952



