# IODP371 site U1507 physical property data
#Raw data		
depth_m_bsf	velocity_m/s	density_Mg/m3
215.6384	1.9382	1.7317
215.7908	1.9401	1.7351
215.9432	1.9247	1.7334
216.0956	1.9317	1.7260
216.2480	1.9346	1.7239
216.4004	1.9330	1.7243
216.5528	1.9332	1.7316
216.7052	1.9274	1.7283
216.8576	1.9128	1.7245
217.0100	1.8900	1.7187
217.1624	1.8663	1.7205
217.3148	1.8554	1.7141
217.4672	1.8536	1.7119
217.6196	1.8566	1.7131
217.7720	1.8513	1.7246
217.9244	1.8491	1.7370
218.0768	1.8456	1.7378
218.2292	1.8481	1.7408
218.3816	1.8507	1.7449
218.5340	1.8512	1.7576
218.6864	1.8571	1.7770
218.8388	1.8661	1.7907
218.9912	1.8867	1.7901
219.1436	1.9129	1.7867
219.2960	1.9292	1.7811
219.4484	1.9417	1.7740
219.6008	1.9473	1.7524
219.7532	1.9459	1.7291
219.9056	1.9440	1.7135
220.0580	1.9401	1.7024
220.2104	1.9269	1.6980
220.3628	1.9171	1.6900
220.5152	1.9132	1.6787
220.6676	1.9118	1.6889
220.8200	1.9154	1.7064
220.9724	1.9244	1.7203
221.1248	1.9346	1.7179
221.2772	1.9321	1.7160
221.4296	1.9320	1.7189
221.5820	1.9373	1.7217
221.7344	1.9354	1.7212
221.8868	1.9289	1.7205
222.0392	1.9203	1.7172
222.1916	1.9056	1.7168
222.3440	1.8930	1.7040
222.4964	1.8834	1.6998
222.6488	1.9027	1.7032
222.8012	1.9344	1.7075
222.9536	1.9467	1.7090
223.1060	1.9415	1.7185
223.2584	1.9236	1.7331
223.4108	1.8964	1.7403
223.5632	1.8693	1.7269
223.7156	1.8539	1.7086
223.8680	1.8450	1.7066
224.0204	1.8355	1.7171
224.1728	1.8335	1.7363
224.3252	1.8467	1.7555
224.4776	1.8611	1.7692
224.6300	1.8699	1.7730
224.7824	1.8723	1.7707
224.9348	1.8748	1.7769
225.0872	1.8793	1.7822
225.2396	1.8741	1.7887
225.3920	1.8717	1.7895
225.5444	1.8821	1.7921
225.6968	1.8850	1.7911
225.8492	1.8879	1.7939
226.0016	1.8832	1.7933
226.1540	1.8706	1.7946
226.3064	1.8686	1.7938
226.4588	1.8742	1.7945
226.6112	1.8660	1.7963
226.7636	1.8540	1.7929
226.9160	1.8446	1.7955
227.0684	1.8423	1.7961
227.2208	1.8429	1.7994
227.3732	1.8504	1.8013
227.5256	1.8617	1.8011
227.6780	1.8723	1.8066
227.8304	1.8923	1.8124
227.9828	1.8896	1.8212
228.1352	1.8901	1.8146
228.2876	1.8873	1.8125
228.4400	1.8868	1.8075
228.5924	1.8795	1.8052
228.7448	1.8775	1.7981
228.8972	1.8692	1.7970
229.0496	1.8629	1.7975
229.2020	1.8721	1.8052
229.3544	1.8749	1.8001
229.5068	1.8533	1.8068
229.6592	1.8402	1.8084
229.8116	1.8383	1.8098
229.9640	1.8388	1.8024
230.1164	1.8598	1.7984
230.2688	1.8781	1.7982
230.4212	1.8799	1.7911
230.5736	1.8705	1.7886
230.7260	1.8720	1.7783
230.8784	1.8724	1.7705
231.0308	1.8734	1.7616
231.1832	1.8765	1.7524
231.3356	1.8642	1.7452
231.4880	1.8792	1.7345
231.6404	1.9062	1.7244
231.7928	1.9086	1.7185
231.9452	1.9131	1.7429
232.0976	1.9215	1.7876
232.2500	1.9135	1.8128
232.4024	1.9150	1.8070
232.5548	1.9251	1.8013
232.7072	1.9149	1.8030
232.8596	1.9132	1.8057
233.0120	1.9016	1.7998
233.1644	1.8893	1.7889
233.3168	1.8745	1.7787
233.4692	1.8667	1.7775
233.6216	1.8369	1.7826
233.7740	1.8460	1.7906
233.9264	1.8671	1.7886
234.0788	1.8608	1.7816
234.2312	1.8679	1.7877
234.3836	1.8975	1.8027
234.5360	1.9150	1.8203
234.6884	1.9174	1.8278
234.8408	1.9187	1.8254
234.9932	1.9347	1.8209
235.1456	1.9241	1.8080
235.2980	1.9248	1.8141
235.4504	1.9170	1.8126
235.6028	1.9127	1.8287
235.7552	1.9092	1.8408
235.9076	1.9034	1.8612
236.0600	1.8994	1.8515
236.2124	1.8938	1.8341
236.3648	1.8959	1.8216
236.5172	1.8978	1.8288
236.6696	1.9005	1.8366
236.8220	1.8973	1.8340
236.9744	1.8970	1.8257
237.1268	1.9019	1.8266
237.2792	1.8920	1.8192
237.4316	1.8969	1.8108
237.5840	1.9083	1.7989
237.7364	1.9141	1.8075
237.8888	1.9101	1.8188
238.0412	1.9107	1.8210
238.1936	1.9243	1.8181
238.3460	1.9364	1.8069
238.4984	1.9320	1.8083
238.6508	1.9199	1.8210
238.8032	1.9099	1.8539
238.9556	1.9041	1.8743
239.1080	1.8995	1.8671
239.2604	1.9019	1.8580
239.4128	1.9038	1.8617
239.5652	1.9059	1.8603
239.7176	1.9011	1.8495
239.8700	1.8966	1.8324
240.0224	1.8912	1.8250
240.1748	1.8904	1.8271
240.3272	1.8954	1.8252
240.4796	1.8945	1.8315
240.6320	1.9009	1.8349
240.7844	1.9078	1.8376
240.9368	1.9212	1.8424
241.0892	1.9321	1.8405
241.2416	1.9397	1.8360
241.3940	1.9462	1.8423
241.5464	1.9337	1.8545
241.6988	1.9242	1.8565
241.8512	1.9175	1.8582
242.0036	1.9108	1.8537
242.1560	1.9136	1.8521
242.3084	1.9241	1.8550
242.4608	1.9349	1.8571
242.6132	1.9443	1.8558
242.7656	1.9508	1.8527
242.9180	1.9499	1.8561
243.0704	1.9391	1.8578
243.2228	1.9254	1.8534
243.3752	1.9203	1.8536
243.5276	1.9195	1.8528
243.6800	1.9135	1.8522
243.8324	1.9046	1.8553
243.9848	1.9040	1.8535
244.1372	1.9071	1.8502
244.2896	1.9084	1.8424
244.4420	1.9090	1.8418
244.5944	1.9084	1.8445
244.7468	1.9193	1.8494
244.8992	1.9325	1.8516
245.0516	1.9396	1.8545
245.2040	1.9518	1.8583
245.3564	1.9602	1.8646
245.5088	1.9580	1.8630
245.6612	1.9565	1.8691
245.8136	1.9429	1.8678
245.9660	1.9373	1.8735
246.1184	1.9392	1.8713
246.2708	1.9625	1.8745
246.4232	1.9658	1.8709
246.5756	1.9664	1.8543
246.7280	1.9603	1.8372
246.8804	1.9479	1.8289
247.0328	1.9619	1.8253
247.1852	2.0043	1.8246
247.3376	1.9960	1.8196
247.4900	1.9898	1.8309
247.6424	1.9900	1.8094
247.7948	1.9809	1.7959
247.9472	1.9994	1.7752
248.0996	1.9960	1.7819
248.2520	1.9822	1.7954
248.4044	1.9767	1.8189
248.5568	1.9846	1.8339
248.7092	2.0075	1.8337
248.8616	2.0082	1.8461
249.0140	1.9910	1.8611
249.1664	1.9830	1.8576
249.3188	1.9644	1.8355
249.4712	1.9324	1.8120
249.6236	1.9260	1.8126
249.7760	1.9212	1.8253
249.9284	1.9154	1.8626
250.0808	1.9106	1.8704
250.2332	1.9150	1.8690
250.3856	1.9215	1.8630
250.5380	1.9208	1.8749
250.6904	1.9229	1.8866
250.8428	1.9241	1.8886
250.9952	1.9379	1.8878
251.1476	1.9597	1.8947
251.3000	1.9807	1.8877
251.4524	2.0034	1.8646
251.6048	2.0159	1.8460
251.7572	2.0257	1.8341
251.9096	2.0342	1.8286
252.0620	2.0348	1.8295
252.2144	2.0119	1.8306
252.3668	1.9721	1.8271
252.5192	1.9599	1.8292
252.6716	1.9441	1.8564
252.8240	1.9386	1.8707
252.9764	1.9422	1.8588
253.1288	1.9508	1.8461
253.2812	1.9567	1.8509
253.4336	1.9596	1.8534
253.5860	1.9538	1.8694
253.7384	1.9510	1.8851
253.8908	1.9378	1.8777
254.0432	1.9332	1.8714
254.1956	1.9390	1.8828
254.3480	1.9346	1.8648
254.5004	1.9426	1.8276
254.6528	1.9348	1.8028
254.8052	1.9468	1.8129
254.9576	1.9720	1.8329
255.1100	1.9538	1.8483
255.2624	1.9532	1.8606
255.4148	1.9490	1.8472
255.5672	1.9632	1.8500
255.7196	1.9820	1.8566
255.8720	1.9872	1.8688
256.0244	1.9775	1.8609
256.1768	1.9682	1.8520
256.3292	1.9629	1.8479
256.4816	1.9553	1.8482
256.6340	1.9528	1.8493
256.7864	1.9492	1.8466
256.9388	1.9576	1.8351
257.0912	1.9624	1.8330
257.2436	1.9667	1.8369
257.3960	1.9696	1.8373
257.5484	1.9628	1.8548
257.7008	1.9545	1.9021
257.8532	1.9577	1.9477
258.0056	1.9598	1.9123
258.1580	1.9563	1.8622
258.3104	1.9538	1.8241
258.4628	1.9544	1.8419
258.6152	1.9598	1.8639
258.7676	1.9630	1.8767
258.9200	1.9584	1.8794
259.0724	1.9514	1.8806
259.2248	1.9513	1.8656
259.3772	1.9680	1.8573
259.5296	1.9943	1.8695
259.6820	2.0183	1.9036
259.8344	2.0324	1.8893
259.9868	2.0280	1.8646
260.1392	2.0123	1.8545
260.2916	1.9982	1.8715
260.4440	1.9931	1.8627
260.5964	1.9894	1.8673
260.7488	1.9841	1.8641
260.9012	1.9746	1.8717
261.0536	1.9673	1.8632
261.2060	1.9733	1.8593
261.3584	1.9916	1.8552
261.5108	2.0004	1.8520
261.6632	2.0012	1.8554
261.8156	2.0034	1.8477
261.9680	2.0038	1.8383
262.1204	2.0065	1.8076
262.2728	2.0104	1.7930
262.4252	2.0080	1.8330
262.5776	2.0048	1.8683
262.7300	2.0026	1.8782
262.8824	1.9894	1.8759
263.0348	1.9616	1.8668
263.1872	1.9499	1.8731
263.3396	1.9652	1.8616
263.4920	1.9722	1.8688
263.6444	1.9661	1.8789
263.7968	1.9688	1.8986
263.9492	1.9861	1.8972
264.1016	2.0104	1.8937
264.2540	2.0401	1.8880
264.4064	2.0658	1.8934
264.5588	2.0730	1.8921
264.7112	2.0673	1.8877
264.8636	2.0522	1.8838
265.0160	2.0407	1.8762
265.1684	2.0269	1.8697
265.3208	2.0026	1.8721
265.4732	1.9858	1.8779
265.6256	1.9753	1.8833
265.7780	1.9699	1.8743
265.9304	1.9796	1.8746
266.0828	1.9949	1.8746
266.2352	2.0049	1.8716
266.3876	2.0153	1.8671
266.5400	2.0288	1.8603
266.6924	2.0412	1.8589
266.8448	2.0513	1.8615
266.9972	2.0588	1.8696
267.1496	2.0618	1.8805
267.3020	2.0536	1.8855
267.4544	2.0505	1.8814
267.6068	2.0462	1.8707
267.7592	2.0462	1.8678
267.9116	2.0554	1.8780
268.0640	2.0605	1.8812
268.2164	2.0590	1.8909
268.3688	2.0601	1.9004
268.5212	2.0550	1.9181
268.6736	2.0515	1.9264
268.8260	2.0622	1.9235
268.9784	2.0636	1.9284
269.1308	2.0627	1.9223
269.2832	2.0585	1.8994
269.4356	2.0569	1.8701
269.5880	2.0492	1.8421
269.7404	2.0447	1.8362
269.8928	2.0362	1.8355
270.0452	2.0300	1.8767
270.1976	2.0322	1.9179
270.3500	2.0352	1.9293
270.5024	2.0402	1.8988
270.6548	2.0563	1.8822
270.8072	2.0620	1.8855
270.9596	2.0708	1.9093
271.1120	2.0724	1.9064
271.2644	2.0782	1.8992
271.4168	2.0921	1.8838
271.5692	2.1184	1.8915
271.7216	2.1415	1.8995
271.8740	2.1498	1.8975
272.0264	2.1655	1.8939
272.1788	2.1747	1.8948
272.3312	2.1482	1.9015
272.4836	2.1306	1.8971
272.6360	2.1138	1.8860
272.7884	2.0995	1.8824
272.9408	2.0994	1.8710
273.0932	2.1070	1.8686
273.2456	2.1193	1.8630
273.3980	2.1154	1.8662
273.5504	2.0942	1.8582
273.7028	2.0862	1.8686
273.8552	2.0617	1.9068
274.0076	2.0544	1.9226
274.1600	2.0514	1.9178
274.3124	2.0536	1.9017
274.4648	2.0464	1.9115
274.6172	2.0401	1.9112
274.7696	2.0481	1.8954
274.9220	2.0516	1.8722
275.0744	2.0381	1.8484
275.2268	2.0143	1.8576
275.3792	1.9960	1.8621
275.5316	2.0206	1.8904
275.6840	2.0430	1.9008
275.8364	2.0572	1.9069
275.9888	2.0722	1.9043
276.1412	2.0795	1.9114
276.2936	2.0788	1.9005
276.4460	2.0746	1.8878
276.5984	2.0703	1.8781
276.7508	2.0716	1.8759
276.9032	2.0721	1.8780
277.0556	2.0580	1.8852
277.2080	2.0215	1.8805
277.3604	1.9956	1.8708
277.5128	2.0022	1.8495
277.6652	2.0178	1.8342
277.8176	2.0398	1.7986
277.9700	2.0353	1.7573
278.1224	2.0207	1.7644
278.2748	2.0205	1.8330
278.4272	2.0237	1.8779
278.5796	2.0265	1.8812
278.7320	2.0301	1.8806
278.8844	2.0268	1.8984
279.0368	2.0161	1.9150
279.1892	1.9867	1.9189
279.3416	1.9611	1.9195
279.4940	1.9558	1.9178
279.6464	1.9612	1.9175
279.7988	1.9820	1.9202
279.9512	2.0110	1.9281
280.1036	2.0471	1.9301
280.2560	2.0744	1.9361
280.4084	2.0787	1.9394
280.5608	2.0789	1.9580
280.7132	2.0633	1.9708
280.8656	2.0472	1.9769
281.0180	2.0402	1.9707
281.1704	2.0318	1.9629
281.3228	2.0284	1.9656
281.4752	2.0372	1.9656
281.6276	2.0555	1.9666
281.7800	2.0788	1.9624
281.9324	2.0910	1.9503
282.0848	2.1109	1.9490
282.2372	2.1163	1.9573
282.3896	2.1413	1.9657
282.5420	2.1588	1.9727
282.6944	2.1710	1.9674
282.8468	2.1762	1.9621
282.9992	2.2169	1.9529
283.1516	2.2388	1.9494
283.3040	2.2568	1.9481
283.4564	2.2544	1.9381
283.6088	2.2639	1.9222
283.7612	2.2593	1.9094
283.9136	2.2576	1.9046
284.0660	2.2471	1.8940
284.2184	2.2372	1.9062
284.3708	2.2360	1.9259
284.5232	2.2416	1.9513
284.6756	2.2401	1.9612
284.8280	2.2362	1.9586
284.9804	2.2233	1.9451
285.1328	2.2112	1.9066
285.2852	2.2052	1.8635
285.4376	2.1980	1.8483
285.5900	2.1838	1.8587
285.7424	2.1817	1.8758
285.8948	2.1760	1.8738
286.0472	2.1713	1.8741
286.1996	2.1494	1.9180
286.3520	2.1181	1.9532
286.5044	2.1403	1.9449
286.6568	2.1833	1.9249
286.8092	2.1709	1.9253
286.9616	2.1272	1.9674
287.1140	2.0876	1.8979
287.2664	2.0480	1.8700
287.4188	2.0275	1.8638
287.5712	2.0197	1.9433
287.7236	2.0249	1.9905
287.8760	2.0493	1.9923
288.0284	2.0835	1.9478
288.1808	2.1164	1.9215
288.3332	2.1958	1.9376
288.4856	2.2787	1.9659
288.6380	2.3256	1.9435
288.7904	2.3217	1.8907
288.9428	2.2876	1.8722
289.0952	2.2736	1.8603
289.2476	2.2581	1.9052
289.4000	2.2360	1.9532
289.5524	2.2243	1.9981
289.7048	2.2204	2.0098
289.8572	2.2233	1.9696
290.0096	2.2284	1.9043
290.1620	2.2623	1.8639
290.3144	2.3455	1.8655
290.4668	2.4964	1.8863
290.6192	2.5825	1.9178
290.7716	2.5858	1.9776
290.9240	2.5420	2.0059
291.0764	2.4470	2.0055
291.2288	2.3837	1.9913
291.3812	2.3482	1.9509
291.5336	2.3181	1.9065
291.6860	2.2577	1.9378
291.8384	2.1610	1.9488
291.9908	2.1452	1.9458
292.1432	2.1834	1.9257
292.2956	2.2303	1.9453
292.4480	2.2513	1.9433
292.6004	2.2560	1.9507
292.7528	2.2651	1.9275
292.9052	2.2622	1.8901
293.0576	2.2559	1.9125
293.2100	2.2151	1.9633
293.3624	2.1881	2.0110
293.5148	2.1480	2.0252
293.6672	2.0603	2.0021
293.8196	2.0091	1.9683
293.9720	1.9989	1.9541
294.1244	1.9910	1.9169
294.2768	1.9750	1.9031
294.4292	2.0553	1.9118
294.5816	2.0845	1.9591
294.7340	2.0921	1.9510
294.8864	2.1130	1.9649
295.0388	2.0321	1.9279
295.1912	2.0373	1.8866
295.3436	2.0329	1.8125
295.4960	2.0226	1.7805
295.6484	2.0244	1.7395
295.8008	2.0476	1.7876
295.9532	2.0840	1.8621
296.1056	2.1095	1.9115
296.2580	2.1401	1.9463
296.4104	2.1504	1.9748
296.5628	2.1586	1.9799
296.7152	2.1715	1.9676
296.8676	2.1730	1.9533
297.0200	2.1835	1.9664
297.1724	2.2002	1.9564
297.3248	2.2128	1.9420
297.4772	2.2384	1.9111
297.6296	2.2562	1.9417
297.7820	2.2594	1.9451
297.9344	2.2634	1.9583
298.0868	2.2646	1.9926
298.2392	2.2754	1.9523
298.3916	2.2687	1.9532
298.5440	2.2480	1.9857
298.6964	2.2121	2.0458
298.8488	2.1799	2.0747
299.0012	2.1340	2.0373
299.1536	2.1101	1.9932
299.3060	2.1084	1.9527
299.4584	2.1007	1.9328
299.6108	2.0839	1.9156
299.7632	2.0669	1.9261
299.9156	2.0667	1.9440
300.0680	2.0879	1.9695
300.2204	2.1119	1.9609
300.3728	2.1224	1.9423
300.5252	2.1202	1.9182
300.6776	2.1114	1.9458
300.8300	2.0863	1.9765
300.9824	2.0578	1.9672
301.1348	2.0420	1.9526
301.2872	2.0270	1.9478
301.4396	2.0220	1.9527
301.5920	2.0193	1.9517
301.7444	2.0143	1.9461
301.8968	2.0345	1.9130
302.0492	2.0512	1.9349
302.2016	2.0590	1.9591
302.3540	2.0692	2.0064
302.5064	2.0711	2.0140
302.6588	2.0685	2.0207
302.8112	2.0628	1.9946
302.9636	2.0701	1.9774
303.1160	2.0741	1.9584
303.2684	2.0695	1.9476
303.4208	2.0672	1.9621
303.5732	2.0680	1.9586
303.7256	2.0621	1.9623
303.8780	2.0594	1.9568
304.0304	2.0871	1.9605
304.1828	2.1069	1.9567
304.3352	2.1143	1.9684
304.4876	2.1041	1.9778
304.6400	2.0735	1.9704
304.7924	2.0696	1.9569
304.9448	2.0646	1.9490
305.0972	2.0703	1.9495
305.2496	2.0863	1.9466
305.4020	2.0852	1.9480
305.5544	2.0793	1.9605
305.7068	2.0733	1.9718
305.8592	2.0588	1.9777
306.0116	2.0559	1.9795
306.1640	2.0750	1.9772
306.3164	2.0908	1.9766
306.4688	2.1057	1.9880
306.6212	2.1122	1.9905
306.7736	2.1289	1.9823
306.9260	2.1436	1.9516
307.0784	2.1508	1.9269
307.2308	2.1665	1.9283
307.3832	2.1723	1.9565
307.5356	2.1997	1.9744
307.6880	2.2076	1.9591
307.8404	2.2310	1.9454
307.9928	2.2742	1.9426
308.1452	2.2815	1.9489
308.2976	2.2727	1.9391
308.4500	2.2555	1.9426
308.6024	2.2181	1.9353
308.7548	2.1878	1.9263
308.9072	2.1663	1.9108
309.0596	2.1506	1.9051
309.2120	2.1272	1.8997
309.3644	2.1260	1.9017
309.5168	2.1039	1.9196
309.6692	2.1088	1.9191
309.8216	2.1194	1.9150
309.9740	2.1050	1.9193
310.1264	2.0843	1.9256
310.2788	2.0689	1.9242
310.4312	2.0528	1.8970
310.5836	2.0439	1.9306
310.7360	2.0387	1.9511
310.8884	2.0056	1.9497
311.0408	2.0011	1.9410
311.1932	1.9922	1.9689
311.3456	1.9974	1.9768
311.4980	1.9745	1.9682
311.6504	1.9803	1.9413
311.8028	2.0176	1.9385
311.9552	2.0286	1.9195
312.1076	2.0325	1.8842
312.2600	2.0292	1.8198
312.4124	2.0273	1.8551
312.5648	2.0233	1.9093
312.7172	2.0232	1.9384
312.8696	2.0267	1.9379
313.0220	2.0165	1.9122
313.1744	2.0277	1.9360
313.3268	2.0106	1.9370
313.4792	2.0042	1.9351
313.6316	2.0019	1.9302
313.7840	2.0026	1.9172
313.9364	2.0087	1.8897
314.0888	2.0198	1.9148
314.2412	2.0294	1.8985
314.3936	2.0359	1.9185
314.5460	2.0417	1.9278
314.6984	2.0380	1.9700
314.8508	2.0432	1.9737
315.0032	2.0365	1.9751
315.1556	2.0286	1.9718
315.3080	2.0435	1.9354
315.4604	2.0762	1.8883
315.6128	2.1135	1.8817
315.7652	2.1592	1.9170
315.9176	2.1873	1.9585
316.0700	2.1581	2.0022
316.2224	2.1400	2.0021
316.3748	2.1415	1.9545
316.5272	2.1019	1.9193
316.6796	2.0688	1.9506
316.8320	2.0524	1.9917
316.9844	2.0189	2.0188
317.1368	2.0019	2.0411
317.2892	2.0103	2.0384
317.4416	2.0107	1.9760
317.5940	2.0077	1.9406
317.7464	2.0279	1.9165
317.8988	2.0551	1.9293
318.0512	2.0546	1.9044
318.2036	2.0502	1.8515
318.3560	2.0437	1.8554
318.5084	2.0390	1.8560
318.6608	2.0289	1.8622
318.8132	2.0299	1.8513
318.9656	2.0405	1.8494
319.1180	2.0354	1.8651
319.2704	2.0290	1.8870
319.4228	2.0355	1.8764
319.5752	2.0208	1.8955
319.7276	1.9988	1.9009
319.8800	1.9960	1.9042
320.0324	1.9909	1.8890
320.1848	1.9905	1.8892
320.3372	1.9925	1.8917
320.4896	1.9903	1.8987
320.6420	1.9875	1.9106
320.7944	1.9827	1.9194
320.9468	1.9840	1.9290
321.0992	1.9938	1.9282
321.2516	1.9997	1.9407
321.4040	1.9958	1.9224
321.5564	2.0034	1.9306
321.7088	2.0231	1.9341
321.8612	2.0375	1.8958
322.0136	2.0354	1.8367
322.1660	2.0276	1.7862
322.3184	2.0367	1.7504
322.4708	2.0463	1.8013
322.6231	2.0402	1.8413
322.7755	2.0340	1.9168
322.9279	2.0288	1.9652
323.0803	2.0263	2.0021
323.2327	2.0240	1.9518
323.3851	2.0174	1.9332
323.5375	2.0043	1.9801
323.6899	1.9987	1.9693
323.8423	1.9992	1.9087
323.9947	2.0034	1.8552
324.1471	2.0020	1.8644
324.2995	2.0038	1.8790
324.4519	2.0138	1.9241
324.6043	2.0226	1.9366
324.7567	2.0241	1.9557
324.9091	2.0272	1.9397
325.0615	2.0337	1.9388
325.2139	2.0365	1.9203
325.3663	2.0357	1.9316
325.5187	2.0441	1.9389
325.6711	2.0571	1.9449
325.8235	2.0711	2.0007
325.9759	2.0847	2.0285
326.1283	2.0648	2.0542
326.2807	2.0354	2.0156
326.4331	2.0202	2.0125
326.5855	2.0081	2.0071
326.7379	2.0013	2.0046
326.8903	1.9939	1.9849
327.0427	1.9869	1.9788
327.1951	1.9887	1.9725
327.3475	1.9926	1.9754
327.4999	1.9777	1.9818
327.6523	1.9767	1.9602
327.8047	1.9811	1.9525
327.9571	2.0039	1.9258
328.1095	2.0086	1.9231
328.2619	2.0003	1.9083
328.4143	1.9837	1.9126
328.5667	1.9650	1.9092
328.7191	1.9619	1.9156
328.8715	1.9371	1.9318
329.0239	1.8996	1.9528
329.1763	1.8829	1.9747
329.3287	1.8819	1.9892
329.4811	1.8911	1.9992
329.6335	1.9169	2.0027
329.7859	1.9120	1.9996
329.9383	1.9155	2.0005
330.0907	1.9219	1.9968
330.2431	1.9321	1.9975
330.3955	1.9490	1.9878
330.5479	2.0057	1.9893
330.7003	2.0624	1.9871
330.8527	2.0719	1.9847
331.0051	2.0855	1.9810
331.1575	2.2499	1.9868
331.3099	2.3869	1.9617
331.4623	2.3972	1.9399
331.6147	2.4107	1.9208
331.7671	2.3450	1.9308
331.9195	2.2865	1.9340
332.0719	2.2493	1.9312
332.2243	2.2132	1.9390
332.3767	2.2229	1.9578
332.5291	2.2412	1.9868
332.6815	2.2521	2.0002
332.8339	2.2736	2.0024
332.9863	2.3131	1.9924
333.1387	2.3432	1.9860
333.2911	2.3539	2.0011
333.4435	2.3448	2.0326
333.5959	2.3648	2.0639
333.7483	2.3556	2.0559
333.9007	2.3550	2.0546
334.0531	2.3740	2.0536
334.2055	2.3896	2.0436
334.3579	2.3971	2.0319
334.5103	2.3768	2.0256
334.6627	2.3697	2.0332
334.8151	2.3718	2.0374
334.9675	2.3712	2.0364
335.1199	2.3607	2.0274
335.2723	2.3541	2.0077
335.4247	2.3558	1.9874
335.5771	2.3136	1.9757
335.7295	2.2896	1.9719
335.8819	2.2898	1.9853
336.0343	2.2898	1.9993
336.1867	2.2949	2.0258
336.3391	2.2859	2.0350
336.4915	2.2956	2.0421
336.6439	2.3250	2.0336
336.7963	2.3981	2.0383
336.9487	2.4308	2.0406
337.1011	2.4520	2.0443
337.2535	2.4745	2.0378
337.4059	2.4958	2.0285
337.5583	2.5148	2.0315
337.7107	2.5041	2.0383
337.8631	2.5217	2.0358
338.0155	2.5528	1.9903
338.1679	2.5682	1.9365
338.3203	2.5022	1.9142
338.4727	2.4788	1.9537
338.6251	2.4718	1.9815
338.7775	2.4656	2.0364
338.9299	2.4940	2.0308
339.0823	2.4944	2.0017
339.2347	2.4674	1.9592
339.3871	2.4372	1.9785
339.5395	2.4437	1.9975
339.6919	2.4380	2.0093
339.8443	2.4523	2.0098
339.9967	2.4492	2.0170
340.1491	2.4268	2.0363
340.3015	2.3863	2.0450
340.4539	2.3385	2.0311
340.6063	2.2757	1.9956
340.7587	2.1907	1.9614
340.9111	2.1277	1.9144
341.0635	2.1089	1.9499
341.2159	2.1068	1.9873
341.3683	2.1472	1.9931
341.5207	2.2025	1.9887
341.6731	2.2933	1.9654
341.8255	2.3182	1.9280
341.9779	2.2875	1.8967
342.1303	2.2785	1.8651
342.2827	2.2539	1.8378
342.4351	2.2282	1.8172
342.5875	2.1889	1.8378
342.7399	2.1487	1.9386
342.8923	2.1136	1.9757
343.0447	2.0980	1.9836
343.1971	2.1101	1.9716
343.3495	2.1448	1.9803
343.5019	2.1322	1.9782
343.6543	2.1534	1.9643
343.8067	2.0916	1.9737
343.9591	2.0532	1.9713
344.1115	2.0656	1.9744
344.2639	2.0807	1.9551
344.4163	2.1106	1.9645
344.5687	2.1210	1.9617
344.7211	2.1221	1.9585
344.8735	2.0956	1.9560
345.0259	2.0708	1.9493
345.1783	2.0126	1.9455
345.3307	2.0216	1.9259
345.4831	2.0500	1.9208
345.6355	2.0506	1.9166
345.7879	2.0540	1.9396
345.9403	2.0067	1.9498
346.0927	1.9683	1.9445
346.2451	1.9477	1.9368
346.3975	1.9430	1.9635
346.5499	1.9464	1.9856
346.7023	1.9585	1.9915
346.8547	1.9768	1.9970
347.0071	2.0101	2.0052
347.1595	2.0661	1.9857
347.3119	2.1171	1.9599
347.4643	2.1506	1.9452
347.6167	2.1858	1.9556
347.7691	2.2019	1.9540
347.9215	2.1908	1.9300
348.0739	2.1964	1.9317
348.2263	2.2382	1.9372
348.3787	2.2618	1.9646
348.5311	2.2539	1.9569
348.6835	2.2262	1.9465
348.8359	2.2047	1.9474
348.9883	2.1721	1.9141
349.1407	2.1405	1.8803
349.2931	2.1403	1.8499
349.4455	2.1203	1.8637
349.5979	2.1305	1.8778
349.7503	2.1673	1.9287
349.9027	2.1642	1.9709
350.0551	2.1553	1.9760
350.2075	2.1621	1.9607
350.3599	2.1775	1.9727
350.5123	2.1760	1.9673
350.6647	2.0442	1.9500
350.8171	2.0302	1.9316
350.9695	2.0640	1.9946
351.1219	2.0551	2.0678
351.2743	2.0679	2.0695
351.4267	2.0734	1.9925
351.5791	2.0771	1.9475
351.7315	2.0810	1.9013
351.8839	2.0938	1.9005
352.0363	2.0947	1.9492
352.1887	2.0778	1.9510
352.3411	2.0472	1.9316
352.4935	2.0547	1.9066
352.6459	2.0180	1.9035
352.7983	2.0424	1.9200
352.9507	2.0713	1.9252
353.1031	2.1173	1.9405
353.2555	2.1560	1.9571
353.4079	2.1740	1.9479
353.5603	2.1469	1.9265
353.7127	2.1322	1.9289
353.8651	2.1062	1.9331
354.0175	2.1317	1.9395
354.1699	2.1510	1.9519
354.3223	2.1610	1.9598
354.4747	2.1653	1.9408
354.6271	2.1887	1.9403
354.7795	2.2049	1.9682
354.9319	2.1909	2.0017
355.0843	2.1662	2.0147
355.2367	2.1747	2.0059
355.3891	2.1783	1.9866
355.5415	2.1835	1.9847
355.6939	2.1718	1.9833
355.8463	2.1583	2.0215
355.9987	2.1740	1.9945
356.1511	2.1958	1.9657
356.3035	2.2021	1.9545
356.4559	2.2148	1.9809
356.6083	2.2097	1.9994
356.7607	2.2189	1.9780
356.9131	2.2218	1.9722
357.0655	2.2170	1.9709
357.2179	2.1943	1.9728
